shapeID,year,max,mean,min,stdDev,sum
Usora,1992,,,,,0.0
Ustiprača,1992,,,,,0.0
Vareš,1992,0.3504233956336975,0.13948457086315522,0.009901165962219238,0.12013428510229986,1.8132994212210178
Velika Kladuša,1992,,,,,0.0
Visoko,1992,0.9525570869445801,0.1255229985337779,0.014428876340389252,0.16196214400993766,8.288948126707005
Vitez,1992,3.2803850173950195,0.918169725100462,8.807405829429626E-4,0.8093196010629367,118.76075310975898
Vlasenica,1992,,,,,0.0
Vogošća,1992,,,,,0.0
Vukosavlje,1992,,,,,0.0
Zavidovići,1992,4.310966491699219,0.846074486816568,4.8292428255081177E-4,1.0658083092571493,47.38017126172781
Zenica,1992,5.545615196228027,1.300141207476198,7.796809077262878E-4,1.2610890224053959,400.77490044575114
Zvornik,1992,4.171677589416504,0.8364844497175169,0.0021303072571754456,0.8146832360011651,134.45093388459554
Čajniče,1992,,,,,0.0
Čapljina,1992,2.6772241592407227,0.30723122917491585,7.897242903709412E-4,0.539366072571916,23.283307858059803
Čelinac,1992,,,,,0.0
Čelić,1992,,,,,0.0
Čitluk,1992,2.8621468544006348,0.45086032714237245,0.00456567108631134,0.6325610657638485,25.69903864711523
Šamac,1992,,,,,0.0
Šekovići,1992,,,,,0.0
Šipovo,1992,,,,,0.0
Široki Brijeg,1992,4.829017639160156,1.0064294836222505,7.849186658859253E-4,1.2320555546884282,47.46005702179437
Žepče,1992,0.11472712457180023,0.05368785347257342,0.0011656507849693298,0.04315525151605569,0.3758149743080139
Živinice,1992,0.341749906539917,0.10901534273229095,3.351345658302307E-4,0.0628794315413381,9.58095233715048
Banja Luka,1993,5.955218315124512,0.5410209694571169,8.839219808578491E-4,0.8238429322588398,388.34697352717905
Banovići,1993,0.05743715539574623,0.025914218910831087,0.0023459717631340027,0.012064731755746138,1.217968288809061
Berkovići,1993,,,,,0.0
Bihać,1993,,,,,0.0
Bijeljina,1993,10.072442054748535,0.7132386873198517,2.3606419563293457E-4,1.4132971031689863,428.659248093691
Bileća,1993,1.015938401222229,0.29005800137439597,7.492527365684509E-4,0.27212934241343606,15.083016071468592
Bosanska Krupa,1993,,,,,0.0
Bosanski Petrovac,1993,0.10276474058628082,0.04157671189078918,0.0030002370476722717,0.023979688873650352,1.0809945091605186
Bosansko Grahovo,1993,,,,,0.0
Bratunac,1993,3.1103384494781494,0.5377338446763565,0.0066564008593559265,0.6430139015530502,32.025740780783636
Brcko District,1993,0.5785338878631592,0.12432156316288237,0.003930218517780304,0.12852313237071591,11.355190304418404
Breza,1993,,,,,0.0
Brod,1993,2.3715696334838867,0.4159972456024382,3.5168230533599854E-4,0.5637681279518788,30.7103848959447
Bugojno,1993,,,,,0.0
Busovača,1993,0.235365629196167,0.08162092747674747,0.002325393259525299,0.05759047530364561,3.5913208089768887
Bužim,1993,,,,,0.0
Cazin,1993,,,,,0.0
Centar,1993,0.005736395716667175,0.005736395716667175,0.005736395716667175,0.0,0.005736395716667175
Derventa,1993,0.02675723284482956,0.008828251407696651,2.2510439157485962E-4,0.006821083150853519,0.22953453660011292
Doboj,1993,0.03605334460735321,0.021524343432651624,0.007529862225055695,0.0075242561870922445,0.38743818178772926
Doboj East,1993,,,,,0.0
Doboj Jug,1993,,,,,0.0
Dobretići,1993,,,,,0.0
Domaljevac-Šamac,1993,0.19028699398040771,0.0638899387933691,9.277984499931335E-4,0.047739022659191346,2.7815925509175834
Donji Vakuf,1993,,,,,0.0
Donji Žabar,1993,,,,,0.0
Drvar,1993,0.1844983994960785,0.06485644588246942,0.006388157606124878,0.04637522401573764,2.5942578352987766
Fojnica,1993,,,,,0.0
Foča,1993,0.05051708221435547,0.02582635924867962,0.005262993276119232,0.01130412665458674,0.5940062627196312
Foča-Ustikolina,1993,,,,,0.0
Gacko,1993,1.0536309480667114,0.2092293874631005,0.004796445369720459,0.23280361770318017,12.97222202271223
Glamoč,1993,0.00904005765914917,0.005545885860919952,0.0010333135724067688,0.0036816966622700027,0.027729429304599762
Goražde,1993,,,,,0.0
